,Drill Depth (m),Soil type,X-coordinate,Y-coordinate,Height Above Sea Level,Drill Pressure (kN),Flushing Pressure (kN),Torque
2212,23.725,CLAY,1240879.473,85217.466,96.483,7497.0,4.0,82.0
2213,23.75,CLAY,1240879.473,85217.466,96.458,7822.0,5.0,82.0
2214,23.775,CLAY,1240879.473,85217.466,96.433,8007.0,4.0,82.0
2215,23.8,CLAY,1240879.473,85217.466,96.408,7973.0,4.0,82.0
2216,27.4,CLAY,1240879.473,85217.466,92.808,10954.0,5.0,66.0
2217,27.425,CLAY,1240879.473,85217.466,92.783,11325.0,5.0,66.0
2218,27.45,CLAY,1240879.473,85217.466,92.758,10896.0,4.0,66.0
2219,27.475,CLAY,1240879.473,85217.466,92.733,10269.0,4.0,65.0
2220,27.5,CLAY,1240879.473,85217.466,92.708,9887.0,4.0,66.0
2221,27.525,CLAY,1240879.473,85217.466,92.683,9713.0,4.0,65.0
2222,27.55,CLAY,1240879.473,85217.466,92.658,9701.0,4.0,65.0
2223,27.575,CLAY,1240879.473,85217.466,92.633,9678.0,4.0,65.0
2224,27.6,CLAY,1240879.473,85217.466,92.608,9573.0,5.0,64.0
2225,27.625,CLAY,1240879.473,85217.466,92.583,9666.0,4.0,64.0
2226,27.65,CLAY,1240879.473,85217.466,92.558,6441.0,55.0,84.0
2227,27.675,CLAY,1240879.473,85217.466,92.533,11105.0,89.0,83.0
2228,27.7,CLAY,1240879.473,85217.466,92.508,10211.0,4.0,83.0
2229,27.725,CLAY,1240879.473,85217.466,92.483,10501.0,5.0,83.0
2230,27.75,CLAY,1240879.473,85217.466,92.458,10501.0,5.0,83.0
2231,27.775,CLAY,1240879.473,85217.466,92.433,10211.0,4.0,83.0
2232,27.8,CLAY,1240879.473,85217.466,92.408,10165.0,5.0,82.0
2233,30.4,CLAY,1240879.473,85217.466,89.808,11429.0,4.0,77.0
2234,30.425,CLAY,1240879.473,85217.466,89.783,11627.0,5.0,76.0
2235,30.45,CLAY,1240879.473,85217.466,89.758,11719.0,4.0,76.0
2236,30.475,CLAY,1240879.473,85217.466,89.733,11719.0,5.0,76.0
2237,30.5,CLAY,1240879.473,85217.466,89.708,11487.0,4.0,75.0
2238,30.525,CLAY,1240879.473,85217.466,89.683,11476.0,4.0,75.0
2239,30.55,CLAY,1240879.473,85217.466,89.658,11708.0,5.0,75.0
2240,30.575,CLAY,1240879.473,85217.466,89.633,11870.0,4.0,75.0
2241,30.6,CLAY,1240879.473,85217.466,89.608,11754.0,5.0,75.0
2242,30.625,CLAY,1240879.473,85217.466,89.583,11638.0,5.0,74.0
2243,30.65,CLAY,1240879.473,85217.466,89.558,11719.0,5.0,74.0
2244,30.675,CLAY,1240879.473,85217.466,89.533,12125.0,5.0,74.0
2245,30.7,CLAY,1240879.473,85217.466,89.508,12323.0,5.0,73.0
2246,30.725,CLAY,1240879.473,85217.466,89.483,12230.0,5.0,73.0
2247,30.75,CLAY,1240879.473,85217.466,89.458,12033.0,4.0,73.0
2248,30.775,CLAY,1240879.473,85217.466,89.433,11824.0,4.0,73.0
2249,30.8,CLAY,1240879.473,85217.466,89.408,11754.0,5.0,73.0
2250,35.4,CLAY,1240879.473,85217.466,84.808,17357.0,5.0,66.0
2251,35.425,CLAY,1240879.473,85217.466,84.783,17392.0,5.0,66.0
2252,35.45,CLAY,1240879.473,85217.466,84.758,17473.0,5.0,65.0
2253,35.475,CLAY,1240879.473,85217.466,84.733,17543.0,5.0,65.0
2254,35.5,CLAY,1240879.473,85217.466,84.708,17902.0,5.0,65.0
2255,35.525,CLAY,1240879.473,85217.466,84.683,18018.0,5.0,65.0
2256,35.55,CLAY,1240879.473,85217.466,84.658,17937.0,5.0,65.0
2257,35.575,CLAY,1240879.473,85217.466,84.633,17879.0,5.0,65.0
2258,35.6,CLAY,1240879.473,85217.466,84.608,17902.0,5.0,64.0
2259,35.625,CLAY,1240879.473,85217.466,84.583,18099.0,5.0,64.0
2260,35.65,CLAY,1240879.473,85217.466,84.558,6140.0,50.0,83.0
2261,35.675,CLAY,1240879.473,85217.466,84.533,14840.0,51.0,83.0
2262,35.7,CLAY,1240879.473,85217.466,84.508,16464.0,5.0,84.0
2263,35.725,CLAY,1240879.473,85217.466,84.483,17566.0,5.0,83.0
2264,35.75,CLAY,1240879.473,85217.466,84.458,17937.0,5.0,83.0
2265,35.775,CLAY,1240879.473,85217.466,84.433,18169.0,5.0,82.0
2266,35.8,CLAY,1240879.473,85217.466,84.408,18250.0,5.0,82.0
2267,0.5,WEATHERED CLAY,1229363.351,89181.896,85.588,2490.0,5.0,0.0
2268,1.5,WEATHERED CLAY,1229363.351,89181.896,84.588,3909.0,5.0,0.0
2269,2.3,WEATHERED CLAY,1229363.351,89181.896,83.788,3571.0,5.0,0.0
2270,3.3,CLAY,1229363.351,89181.896,82.788,1700.0,5.0,0.0
2271,4.2,CLAY,1229363.351,89181.896,81.888,1588.0,5.0,0.0
2272,4.225,CLAY,1229363.351,89181.896,81.863,1635.0,5.0,0.0
2273,4.25,CLAY,1229363.351,89181.896,81.838,1616.0,5.0,0.0
2274,4.275,CLAY,1229363.351,89181.896,81.813,1663.0,5.0,0.0
2275,4.3,CLAY,1229363.351,89181.896,81.788,1719.0,5.0,0.0
2276,4.325,CLAY,1229363.351,89181.896,81.763,1616.0,5.0,0.0
2277,4.35,CLAY,1229363.351,89181.896,81.738,1569.0,5.0,0.0
2278,4.375,CLAY,1229363.351,89181.896,81.713,1578.0,5.0,0.0
2279,4.4,CLAY,1229363.351,89181.896,81.688,1541.0,5.0,0.0
2280,4.425,CLAY,1229363.351,89181.896,81.663,1541.0,5.0,0.0
2281,4.45,CLAY,1229363.351,89181.896,81.638,1503.0,5.0,0.0
2282,4.475,CLAY,1229363.351,89181.896,81.613,1522.0,5.0,0.0
2283,4.5,CLAY,1229363.351,89181.896,81.588,1578.0,5.0,0.0
2284,4.525,CLAY,1229363.351,89181.896,81.563,1522.0,5.0,0.0
2285,4.55,CLAY,1229363.351,89181.896,81.538,1550.0,5.0,0.0
2286,4.575,CLAY,1229363.351,89181.896,81.513,1541.0,5.0,0.0
2287,4.6,CLAY,1229363.351,89181.896,81.488,1597.0,5.0,0.0
2288,6.5,MATERIAL,1229363.351,89181.896,79.588,4502.0,5.0,0.0
2289,2.3,WEATHERED CLAY,1238614.823,83722.51,105.575,27779.0,5.0,79.0
2290,2.325,WEATHERED CLAY,1238614.823,83722.51,105.55,28301.0,5.0,79.0
2291,2.35,WEATHERED CLAY,1238614.823,83722.51,105.525,28718.0,5.0,79.0
2292,2.375,WEATHERED CLAY,1238614.823,83722.51,105.5,28915.0,5.0,79.0
2293,2.4,WEATHERED CLAY,1238614.823,83722.51,105.475,28811.0,4.0,78.0
2294,2.425,WEATHERED CLAY,1238614.823,83722.51,105.45,28973.0,5.0,79.0
2295,2.45,WEATHERED CLAY,1238614.823,83722.51,105.425,29345.0,5.0,78.0
2296,2.475,WEATHERED CLAY,1238614.823,83722.51,105.4,28765.0,4.0,77.0
2297,2.5,WEATHERED CLAY,1238614.823,83722.51,105.375,28161.0,4.0,78.0
2298,2.525,WEATHERED CLAY,1238614.823,83722.51,105.35,28498.0,5.0,78.0
2299,2.55,WEATHERED CLAY,1238614.823,83722.51,105.325,30249.0,5.0,77.0
2300,2.575,WEATHERED CLAY,1238614.823,83722.51,105.3,30505.0,5.0,77.0
2301,2.6,WEATHERED CLAY,1238614.823,83722.51,105.275,31015.0,5.0,77.0
2302,2.625,WEATHERED CLAY,1238614.823,83722.51,105.25,31583.0,5.0,76.0
2303,2.65,WEATHERED CLAY,1238614.823,83722.51,105.225,31781.0,5.0,76.0
2304,2.675,WEATHERED CLAY,1238614.823,83722.51,105.2,31119.0,5.0,76.0
2305,2.7,WEATHERED CLAY,1238614.823,83722.51,105.175,30563.0,4.0,75.0
2306,3.0,WEATHERED CLAY,1238614.823,83722.51,104.875,30528.0,4.0,73.0
2307,3.025,WEATHERED CLAY,1238614.823,83722.51,104.85,30261.0,4.0,72.0
2308,3.05,WEATHERED CLAY,1238614.823,83722.51,104.825,30064.0,5.0,72.0
2309,3.075,WEATHERED CLAY,1238614.823,83722.51,104.8,29832.0,4.0,72.0
2310,3.1,WEATHERED CLAY,1238614.823,83722.51,104.775,29843.0,5.0,72.0
2311,3.125,WEATHERED CLAY,1238614.823,83722.51,104.75,30099.0,5.0,71.0
2312,3.15,WEATHERED CLAY,1238614.823,83722.51,104.725,30249.0,5.0,72.0
2313,3.175,WEATHERED CLAY,1238614.823,83722.51,104.7,30203.0,5.0,71.0
2314,3.2,WEATHERED CLAY,1238614.823,83722.51,104.675,30690.0,5.0,71.0
2315,3.225,WEATHERED CLAY,1238614.823,83722.51,104.65,31839.0,5.0,71.0
2316,3.25,WEATHERED CLAY,1238614.823,83722.51,104.625,33497.0,5.0,70.0
2317,3.275,WEATHERED CLAY,1238614.823,83722.51,104.6,34414.0,5.0,70.0
2318,3.3,WEATHERED CLAY,1238614.823,83722.51,104.575,35585.0,5.0,70.0
2319,3.325,WEATHERED CLAY,1238614.823,83722.51,104.55,36107.0,5.0,70.0
2320,3.35,WEATHERED CLAY,1238614.823,83722.51,104.525,36490.0,5.0,70.0
2321,3.375,WEATHERED CLAY,1238614.823,83722.51,104.5,36711.0,5.0,70.0
2322,3.4,WEATHERED CLAY,1238614.823,83722.51,104.475,36525.0,27.0,69.0
2323,2.4,WEATHERED CLAY,1239283.137,83755.028,83.067,7307.0,5.0,81.0
2324,2.425,WEATHERED CLAY,1239283.137,83755.028,83.042,7063.0,5.0,80.0
2325,2.45,WEATHERED CLAY,1239283.137,83755.028,83.017,6796.0,5.0,80.0
2326,2.475,WEATHERED CLAY,1239283.137,83755.028,82.992,6263.0,5.0,80.0
2327,2.5,WEATHERED CLAY,1239283.137,83755.028,82.967,6205.0,5.0,80.0
2328,2.525,WEATHERED CLAY,1239283.137,83755.028,82.942,7144.0,5.0,79.0
2329,2.55,WEATHERED CLAY,1239283.137,83755.028,82.917,7713.0,5.0,80.0
2330,2.575,WEATHERED CLAY,1239283.137,83755.028,82.892,8571.0,5.0,79.0
2331,2.6,WEATHERED CLAY,1239283.137,83755.028,82.867,8386.0,5.0,78.0
2332,2.625,WEATHERED CLAY,1239283.137,83755.028,82.842,8223.0,5.0,79.0
2333,2.65,WEATHERED CLAY,1239283.137,83755.028,82.817,8141.0,5.0,78.0
2334,2.675,WEATHERED CLAY,1239283.137,83755.028,82.792,8409.0,5.0,78.0
2335,2.7,WEATHERED CLAY,1239283.137,83755.028,82.767,8710.0,5.0,78.0
2336,2.725,WEATHERED CLAY,1239283.137,83755.028,82.742,8896.0,5.0,78.0
2337,2.75,WEATHERED CLAY,1239283.137,83755.028,82.717,9360.0,5.0,78.0
2338,2.775,WEATHERED CLAY,1239283.137,83755.028,82.692,9453.0,5.0,77.0
2339,2.8,WEATHERED CLAY,1239283.137,83755.028,82.667,9836.0,5.0,77.0
2340,4.4,CLAY,1239283.137,83755.028,81.067,10972.0,5.0,80.0
2341,4.425,CLAY,1239283.137,83755.028,81.042,11112.0,5.0,80.0
2342,4.45,CLAY,1239283.137,83755.028,81.017,11460.0,5.0,80.0
2343,4.475,CLAY,1239283.137,83755.028,80.992,11344.0,5.0,79.0
2344,4.5,CLAY,1239283.137,83755.028,80.967,11170.0,5.0,80.0
2345,4.525,CLAY,1239283.137,83755.028,80.942,10984.0,5.0,79.0
2346,4.55,CLAY,1239283.137,83755.028,80.917,10903.0,5.0,79.0
2347,4.575,CLAY,1239283.137,83755.028,80.892,10822.0,5.0,79.0
2348,4.6,CLAY,1239283.137,83755.028,80.867,10868.0,5.0,79.0
2349,4.625,CLAY,1239283.137,83755.028,80.842,10822.0,5.0,78.0
2350,4.65,CLAY,1239283.137,83755.028,80.817,10798.0,5.0,78.0
2351,4.675,CLAY,1239283.137,83755.028,80.792,10659.0,5.0,78.0
2352,4.7,CLAY,1239283.137,83755.028,80.767,10590.0,5.0,78.0
2353,4.725,CLAY,1239283.137,83755.028,80.742,10497.0,5.0,78.0
2354,4.75,CLAY,1239283.137,83755.028,80.717,10416.0,5.0,77.0
2355,4.775,CLAY,1239283.137,83755.028,80.692,10404.0,5.0,77.0
2356,4.8,CLAY,1239283.137,83755.028,80.667,10276.0,5.0,77.0
2357,0.5,WEATHERED CLAY,1239522.145,83876.699,90.757,11860.0,5.0,79.0
2358,1.5,WEATHERED CLAY,1239522.145,83876.699,89.757,21453.0,6.0,70.0
2359,2.5,CLAY,1239522.145,83876.699,88.757,15166.0,5.0,79.0
2360,4.4,CLAY,1239522.145,83876.699,86.857,13658.0,5.0,80.0
2361,4.425,CLAY,1239522.145,83876.699,86.832,13217.0,5.0,80.0
2362,4.45,CLAY,1239522.145,83876.699,86.807,12985.0,5.0,80.0
2363,4.475,CLAY,1239522.145,83876.699,86.782,12823.0,5.0,79.0
2364,4.5,CLAY,1239522.145,83876.699,86.757,12753.0,5.0,79.0
2365,4.525,CLAY,1239522.145,83876.699,86.732,12672.0,5.0,79.0
2366,4.55,CLAY,1239522.145,83876.699,86.707,12660.0,5.0,78.0
2367,4.575,CLAY,1239522.145,83876.699,86.682,12683.0,5.0,78.0
2368,4.6,CLAY,1239522.145,83876.699,86.657,12718.0,5.0,78.0
2369,4.625,CLAY,1239522.145,83876.699,86.632,12649.0,5.0,78.0
2370,4.65,CLAY,1239522.145,83876.699,86.607,12556.0,5.0,77.0
2371,4.675,CLAY,1239522.145,83876.699,86.582,12533.0,5.0,77.0
2372,4.7,CLAY,1239522.145,83876.699,86.557,12556.0,5.0,77.0
2373,4.725,CLAY,1239522.145,83876.699,86.532,12486.0,5.0,76.0
2374,4.75,CLAY,1239522.145,83876.699,86.507,12498.0,5.0,77.0
2375,4.775,CLAY,1239522.145,83876.699,86.482,12475.0,5.0,76.0
2376,4.8,CLAY,1239522.145,83876.699,86.457,12579.0,5.0,76.0
2377,6.4,CLAY,1239522.145,83876.699,84.857,14470.0,5.0,79.0
2378,6.425,CLAY,1239522.145,83876.699,84.832,14644.0,5.0,79.0
2379,6.45,CLAY,1239522.145,83876.699,84.807,14586.0,5.0,79.0
2380,6.475,CLAY,1239522.145,83876.699,84.782,14412.0,5.0,78.0
2381,6.5,CLAY,1239522.145,83876.699,84.757,14365.0,5.0,78.0
2382,6.525,CLAY,1239522.145,83876.699,84.732,14481.0,5.0,78.0
2383,6.55,CLAY,1239522.145,83876.699,84.707,14342.0,5.0,78.0
2384,6.575,CLAY,1239522.145,83876.699,84.682,14319.0,5.0,78.0
2385,6.6,CLAY,1239522.145,83876.699,84.657,14365.0,5.0,78.0
2386,6.625,CLAY,1239522.145,83876.699,84.632,14516.0,5.0,77.0
2387,6.65,CLAY,1239522.145,83876.699,84.607,14551.0,5.0,77.0
2388,6.675,CLAY,1239522.145,83876.699,84.582,14539.0,5.0,77.0
2389,6.7,CLAY,1239522.145,83876.699,84.557,14458.0,5.0,76.0
2390,6.725,CLAY,1239522.145,83876.699,84.532,14551.0,5.0,77.0
2391,6.75,CLAY,1239522.145,83876.699,84.507,14551.0,5.0,76.0
2392,6.775,CLAY,1239522.145,83876.699,84.482,14597.0,5.0,75.0
2393,6.8,CLAY,1239522.145,83876.699,84.457,15015.0,5.0,76.0
2394,8.4,CLAY,1239522.145,83876.699,82.857,15630.0,5.0,79.0
2395,8.425,CLAY,1239522.145,83876.699,82.832,15931.0,5.0,79.0
2396,8.45,CLAY,1239522.145,83876.699,82.807,16036.0,5.0,79.0
2397,8.475,CLAY,1239522.145,83876.699,82.782,16349.0,5.0,78.0
2398,8.5,CLAY,1239522.145,83876.699,82.757,16569.0,5.0,78.0
2399,8.525,CLAY,1239522.145,83876.699,82.732,16964.0,5.0,78.0
2400,8.55,CLAY,1239522.145,83876.699,82.707,17126.0,4.0,78.0
2401,8.575,CLAY,1239522.145,83876.699,82.682,17509.0,4.0,77.0
2402,8.6,CLAY,1239522.145,83876.699,82.657,17834.0,5.0,77.0
2403,8.625,CLAY,1239522.145,83876.699,82.632,17961.0,4.0,77.0
2404,8.65,CLAY,1239522.145,83876.699,82.607,17799.0,4.0,76.0
2405,8.675,CLAY,1239522.145,83876.699,82.582,17625.0,4.0,76.0
2406,8.7,CLAY,1239522.145,83876.699,82.557,17753.0,4.0,76.0
2407,8.725,CLAY,1239522.145,83876.699,82.532,18066.0,5.0,76.0
2408,8.75,CLAY,1239522.145,83876.699,82.507,18159.0,4.0,75.0
2409,8.775,CLAY,1239522.145,83876.699,82.482,18356.0,4.0,75.0
2410,8.8,CLAY,1239522.145,83876.699,82.457,18043.0,4.0,75.0
2411,10.4,CLAY,1239522.145,83876.699,80.857,19458.0,4.0,79.0
2412,10.425,CLAY,1239522.145,83876.699,80.832,19377.0,4.0,79.0
2413,10.45,CLAY,1239522.145,83876.699,80.807,19377.0,4.0,78.0
2414,10.475,CLAY,1239522.145,83876.699,80.782,19551.0,5.0,78.0
2415,10.5,CLAY,1239522.145,83876.699,80.757,19597.0,4.0,78.0
2416,10.525,CLAY,1239522.145,83876.699,80.732,19597.0,4.0,78.0
2417,10.55,CLAY,1239522.145,83876.699,80.707,19551.0,5.0,78.0
2418,10.575,CLAY,1239522.145,83876.699,80.682,19400.0,4.0,77.0
2419,10.6,CLAY,1239522.145,83876.699,80.657,19562.0,5.0,77.0
2420,10.625,CLAY,1239522.145,83876.699,80.632,19585.0,4.0,77.0
2421,10.65,CLAY,1239522.145,83876.699,80.607,19609.0,5.0,77.0
2422,10.675,CLAY,1239522.145,83876.699,80.582,19933.0,5.0,76.0
2423,10.7,CLAY,1239522.145,83876.699,80.557,19991.0,4.0,76.0
2424,10.725,CLAY,1239522.145,83876.699,80.532,19922.0,4.0,75.0
2425,10.75,CLAY,1239522.145,83876.699,80.507,19771.0,5.0,75.0
2426,10.775,CLAY,1239522.145,83876.699,80.482,19794.0,4.0,75.0
2427,10.8,CLAY,1239522.145,83876.699,80.457,20084.0,5.0,75.0
2428,14.4,CLAY,1239522.145,83876.699,76.857,26453.0,5.0,78.0
2429,14.425,CLAY,1239522.145,83876.699,76.832,26464.0,5.0,78.0
2430,14.45,CLAY,1239522.145,83876.699,76.807,26650.0,5.0,78.0
2431,14.475,CLAY,1239522.145,83876.699,76.782,26638.0,5.0,77.0
2432,14.5,CLAY,1239522.145,83876.699,76.757,26592.0,5.0,77.0
2433,14.525,CLAY,1239522.145,83876.699,76.732,26673.0,5.0,77.0
2434,14.55,CLAY,1239522.145,83876.699,76.707,26754.0,5.0,77.0
2435,14.575,CLAY,1239522.145,83876.699,76.682,26696.0,5.0,76.0
2436,14.6,CLAY,1239522.145,83876.699,76.657,26592.0,5.0,76.0
2437,14.625,CLAY,1239522.145,83876.699,76.632,26592.0,5.0,76.0
2438,14.65,CLAY,1239522.145,83876.699,76.607,26569.0,5.0,76.0
2439,14.675,CLAY,1239522.145,83876.699,76.582,26522.0,5.0,76.0
2440,14.7,CLAY,1239522.145,83876.699,76.557,26244.0,5.0,75.0
2441,14.725,CLAY,1239522.145,83876.699,76.532,26023.0,5.0,75.0
2442,14.75,CLAY,1239522.145,83876.699,76.507,25838.0,5.0,75.0
2443,14.775,CLAY,1239522.145,83876.699,76.482,25780.0,4.0,75.0
2444,14.8,CLAY,1239522.145,83876.699,76.457,25629.0,5.0,74.0
2445,0.5,WEATHERED CLAY,1238102.416,83499.901,100.217,21293.0,4.0,11.0
2446,1.5,WEATHERED CLAY,1238102.416,83499.901,99.217,23903.0,4.0,11.0
2447,2.5,CLAY,1238102.416,83499.901,98.217,36793.0,4.0,12.0
2448,3.5,CLAY,1238102.416,83499.901,97.217,58853.0,5.0,12.0
2449,4.5,CLAY,1238102.416,83499.901,96.217,48993.0,4.0,12.0
2450,5.5,CLAY,1238102.416,83499.901,95.217,40923.0,4.0,13.0
2451,6.4,WEATHERED CLAY,1238102.416,83499.901,94.317,50153.0,5.0,12.0
2452,6.425,WEATHERED CLAY,1238102.416,83499.901,94.292,50303.0,5.0,12.0
2453,6.45,WEATHERED CLAY,1238102.416,83499.901,94.267,50443.0,5.0,12.0
2454,6.475,WEATHERED CLAY,1238102.416,83499.901,94.242,50693.0,5.0,12.0
2455,6.5,WEATHERED CLAY,1238102.416,83499.901,94.217,51063.0,5.0,12.0
2456,6.525,WEATHERED CLAY,1238102.416,83499.901,94.192,51113.0,5.0,11.0
2457,6.55,WEATHERED CLAY,1238102.416,83499.901,94.167,50733.0,4.0,12.0
2458,6.575,WEATHERED CLAY,1238102.416,83499.901,94.142,48923.0,4.0,12.0
2459,6.6,WEATHERED CLAY,1238102.416,83499.901,94.117,46603.0,4.0,12.0
2460,6.625,WEATHERED CLAY,1238102.416,83499.901,94.092,44323.0,4.0,12.0
2461,6.65,WEATHERED CLAY,1238102.416,83499.901,94.067,42393.0,4.0,12.0
2462,6.675,WEATHERED CLAY,1238102.416,83499.901,94.042,41183.0,4.0,12.0
2463,6.7,WEATHERED CLAY,1238102.416,83499.901,94.017,40643.0,4.0,12.0
2464,6.725,WEATHERED CLAY,1238102.416,83499.901,93.992,40443.0,4.0,13.0
2465,6.75,WEATHERED CLAY,1238102.416,83499.901,93.967,39863.0,4.0,12.0
2466,6.775,WEATHERED CLAY,1238102.416,83499.901,93.942,39543.0,4.0,12.0
2467,6.8,WEATHERED CLAY,1238102.416,83499.901,93.917,39013.0,4.0,12.0
2468,7.4,CLAY,1238102.416,83499.901,93.317,36843.0,4.0,12.0
2469,7.425,CLAY,1238102.416,83499.901,93.292,36543.0,4.0,12.0
2470,7.45,CLAY,1238102.416,83499.901,93.267,36483.0,4.0,13.0
2471,7.475,CLAY,1238102.416,83499.901,93.242,36383.0,4.0,12.0
2472,7.5,CLAY,1238102.416,83499.901,93.217,36573.0,4.0,12.0
2473,7.525,CLAY,1238102.416,83499.901,93.192,36753.0,4.0,12.0
2474,7.55,CLAY,1238102.416,83499.901,93.167,36833.0,4.0,12.0
2475,7.575,CLAY,1238102.416,83499.901,93.142,36763.0,4.0,12.0
2476,7.6,CLAY,1238102.416,83499.901,93.117,36593.0,4.0,13.0
2477,7.625,CLAY,1238102.416,83499.901,93.092,36683.0,4.0,13.0
2478,7.65,CLAY,1238102.416,83499.901,93.067,36533.0,4.0,13.0
2479,7.675,CLAY,1238102.416,83499.901,93.042,36653.0,4.0,12.0
2480,7.7,CLAY,1238102.416,83499.901,93.017,14373.0,10.0,12.0
2481,7.725,CLAY,1238102.416,83499.901,92.992,22403.0,5.0,12.0
2482,7.75,CLAY,1238102.416,83499.901,92.967,27093.0,5.0,12.0
2483,7.775,CLAY,1238102.416,83499.901,92.942,28883.0,5.0,12.0
2484,7.8,CLAY,1238102.416,83499.901,92.917,29923.0,4.0,12.0
2485,14.4,CLAY,1240879.473,85217.466,105.808,4864.0,4.0,77.0
2486,14.425,CLAY,1240879.473,85217.466,105.783,5026.0,5.0,76.0
2487,14.45,CLAY,1240879.473,85217.466,105.758,5026.0,5.0,76.0
2488,14.475,CLAY,1240879.473,85217.466,105.733,4968.0,4.0,76.0
2489,14.5,CLAY,1240879.473,85217.466,105.708,5189.0,4.0,76.0
2490,14.525,CLAY,1240879.473,85217.466,105.683,4980.0,4.0,75.0
2491,14.55,CLAY,1240879.473,85217.466,105.658,5339.0,4.0,75.0
2492,14.575,CLAY,1240879.473,85217.466,105.633,5339.0,4.0,75.0
2493,14.6,CLAY,1240879.473,85217.466,105.608,4991.0,4.0,74.0
2494,21.4,CLAY,1240879.473,85217.466,98.808,11418.0,4.0,63.0
2495,21.425,CLAY,1240879.473,85217.466,98.783,8959.0,4.0,63.0
2496,21.45,CLAY,1240879.473,85217.466,98.758,7683.0,4.0,62.0
2497,21.475,CLAY,1240879.473,85217.466,98.733,7149.0,4.0,62.0
2498,21.5,CLAY,1240879.473,85217.466,98.708,7729.0,5.0,62.0
2499,21.525,CLAY,1240879.473,85217.466,98.683,7636.0,4.0,62.0
2500,21.55,CLAY,1240879.473,85217.466,98.658,7358.0,4.0,62.0
2501,21.575,CLAY,1240879.473,85217.466,98.633,6975.0,4.0,61.0
2502,21.6,CLAY,1240879.473,85217.466,98.608,7114.0,4.0,61.0
2503,21.625,CLAY,1240879.473,85217.466,98.583,7219.0,4.0,61.0
2504,21.65,CLAY,1240879.473,85217.466,98.558,7729.0,46.0,78.0
2505,21.675,CLAY,1240879.473,85217.466,98.533,7764.0,56.0,82.0
2506,21.7,CLAY,1240879.473,85217.466,98.508,8042.0,4.0,81.0
2507,21.725,CLAY,1240879.473,85217.466,98.483,8460.0,4.0,81.0
2508,21.75,CLAY,1240879.473,85217.466,98.458,7857.0,4.0,80.0
2509,21.775,CLAY,1240879.473,85217.466,98.433,7404.0,4.0,80.0
2510,21.8,CLAY,1240879.473,85217.466,98.408,7300.0,4.0,80.0
2511,23.4,CLAY,1240879.473,85217.466,96.808,7300.0,4.0,65.0
2512,23.425,CLAY,1240879.473,85217.466,96.783,7126.0,4.0,64.0
2513,23.45,CLAY,1240879.473,85217.466,96.758,7288.0,4.0,64.0
2514,23.475,CLAY,1240879.473,85217.466,96.733,7543.0,5.0,64.0
2515,23.5,CLAY,1240879.473,85217.466,96.708,7532.0,4.0,64.0
2516,23.525,CLAY,1240879.473,85217.466,96.683,7230.0,4.0,63.0
2517,23.55,CLAY,1240879.473,85217.466,96.658,7404.0,4.0,64.0
2518,23.575,CLAY,1240879.473,85217.466,96.633,7485.0,4.0,63.0
2519,23.6,CLAY,1240879.473,85217.466,96.608,7230.0,4.0,63.0
2520,23.625,CLAY,1240879.473,85217.466,96.583,7033.0,4.0,63.0
2521,23.65,CLAY,1240879.473,85217.466,96.558,3715.0,499.0,83.0
2522,23.675,CLAY,1240879.473,85217.466,96.533,18169.0,44.0,82.0
2523,23.7,CLAY,1240879.473,85217.466,96.508,7717.0,39.0,83.0
2524,23.725,CLAY,1240879.473,85217.466,96.483,7497.0,4.0,82.0
2525,23.75,CLAY,1240879.473,85217.466,96.458,7822.0,5.0,82.0
2526,23.775,CLAY,1240879.473,85217.466,96.433,8007.0,4.0,82.0
2527,23.8,CLAY,1240879.473,85217.466,96.408,7973.0,4.0,82.0
2528,27.4,CLAY,1240879.473,85217.466,92.808,10954.0,5.0,66.0
2529,27.425,CLAY,1240879.473,85217.466,92.783,11325.0,5.0,66.0
2530,27.45,CLAY,1240879.473,85217.466,92.758,10896.0,4.0,66.0
2531,27.475,CLAY,1240879.473,85217.466,92.733,10269.0,4.0,65.0
2532,27.5,CLAY,1240879.473,85217.466,92.708,9887.0,4.0,66.0
2533,27.525,CLAY,1240879.473,85217.466,92.683,9713.0,4.0,65.0
2534,27.55,CLAY,1240879.473,85217.466,92.658,9701.0,4.0,65.0
2535,27.575,CLAY,1240879.473,85217.466,92.633,9678.0,4.0,65.0
2536,27.6,CLAY,1240879.473,85217.466,92.608,9573.0,5.0,64.0
2537,27.625,CLAY,1240879.473,85217.466,92.583,9666.0,4.0,64.0
2538,27.65,CLAY,1240879.473,85217.466,92.558,6441.0,55.0,84.0
2539,27.675,CLAY,1240879.473,85217.466,92.533,11105.0,89.0,83.0
2540,27.7,CLAY,1240879.473,85217.466,92.508,10211.0,4.0,83.0
2541,27.725,CLAY,1240879.473,85217.466,92.483,10501.0,5.0,83.0
2542,27.75,CLAY,1240879.473,85217.466,92.458,10501.0,5.0,83.0
2543,27.775,CLAY,1240879.473,85217.466,92.433,10211.0,4.0,83.0
2544,27.8,CLAY,1240879.473,85217.466,92.408,10165.0,5.0,82.0
2545,30.4,CLAY,1240879.473,85217.466,89.808,11429.0,4.0,77.0
2546,30.425,CLAY,1240879.473,85217.466,89.783,11627.0,5.0,76.0
2547,30.45,CLAY,1240879.473,85217.466,89.758,11719.0,4.0,76.0
2548,30.475,CLAY,1240879.473,85217.466,89.733,11719.0,5.0,76.0
