,Drill Depth (m),Soil type,X-coordinate,Y-coordinate,Height Above Sea Level,Drill Pressure (kN),Flushing Pressure (kN),Torque
0,0.4,ORG. MAT.,,,,,,
1,0.42,ORG. MAT.,,,,,,
2,0.44,ORG. MAT.,,,,,,
3,0.46,ORG. MAT.,,,,,,
4,0.48,ORG. MAT.,,,,,,
5,0.5,ORG. MAT.,,,,,,
6,0.52,ORG. MAT.,,,,,,
7,0.54,ORG. MAT.,,,,,,
8,0.56,ORG. MAT.,,,,,,
9,0.58,ORG. MAT.,,,,,,
10,0.6,ORG. MAT.,,,,,,
11,0.62,ORG. MAT.,,,,,,
12,0.64,ORG. MAT.,,,,,,
13,0.66,ORG. MAT.,,,,,,
14,0.68,ORG. MAT.,,,,,,
15,0.7,ORG. MAT.,1229655.51,89074.28,62.99,0.0,0.0,0.0
16,0.72,ORG. MAT.,1229655.51,89074.28,62.97,171.0,0.0,1.0
17,0.74,ORG. MAT.,1229655.51,89074.28,62.95,211.0,0.0,0.0
18,0.76,ORG. MAT.,1229655.51,89074.28,62.93,215.0,0.0,0.0
19,0.78,ORG. MAT.,1229655.51,89074.28,62.91,203.0,0.0,0.0
20,0.8,ORG. MAT.,1229655.51,89074.28,62.89,185.0,0.0,0.0
21,1.3,CLAY,1229655.51,89074.28,62.39,91.0,0.0,9.0
22,1.32,CLAY,1229655.51,89074.28,62.37,140.0,0.0,3.0
23,1.34,CLAY,1229655.51,89074.28,62.35,140.0,0.0,-8.0
24,1.36,CLAY,1229655.51,89074.28,62.33,140.0,0.0,-8.0
25,1.38,CLAY,1229655.51,89074.28,62.31,137.0,0.0,-10.0
26,1.4,CLAY,1229655.51,89074.28,62.29,123.0,0.0,-10.0
27,1.42,CLAY,1229655.51,89074.28,62.27,115.0,0.0,-9.0
28,1.44,CLAY,1229655.51,89074.28,62.25,111.0,0.0,-9.0
29,1.46,CLAY,1229655.51,89074.28,62.23,115.0,0.0,-8.0
30,1.48,CLAY,1229655.51,89074.28,62.21,125.0,0.0,-7.0
31,1.5,CLAY,1229655.51,89074.28,62.19,133.0,0.0,-5.0
32,1.52,CLAY,1229655.51,89074.28,62.17,140.0,0.0,-4.0
33,1.54,CLAY,1229655.51,89074.28,62.15,148.0,0.0,-3.0
34,1.56,CLAY,1229655.51,89074.28,62.13,153.0,0.0,-1.0
35,1.58,CLAY,1229655.51,89074.28,62.11,158.0,0.0,0.0
36,1.6,CLAY,1229655.51,89074.28,62.09,161.0,0.0,0.0
37,1.62,CLAY,1229655.51,89074.28,62.07,158.0,0.0,1.0
38,1.64,CLAY,1229655.51,89074.28,62.05,145.0,0.0,1.0
39,1.66,CLAY,1229655.51,89074.28,62.03,144.0,0.0,2.0
40,1.68,CLAY,1229655.51,89074.28,62.01,148.0,0.0,4.0
41,1.7,CLAY,1229655.51,89074.28,61.99,150.0,0.0,4.0
42,1.72,CLAY,1229655.51,89074.28,61.97,156.0,0.0,5.0
43,1.74,CLAY,1229655.51,89074.28,61.95,159.0,0.0,6.0
44,1.76,CLAY,1229655.51,89074.28,61.93,169.0,0.0,4.0
45,1.78,CLAY,1229655.51,89074.28,61.91,171.0,0.0,1.0
46,1.8,CLAY,1229655.51,89074.28,61.89,185.0,0.0,0.0
47,1.82,CLAY,1229655.51,89074.28,61.87,214.0,0.0,-1.0
48,1.84,CLAY,1229655.51,89074.28,61.85,266.0,0.0,-3.0
49,1.86,CLAY,1229655.51,89074.28,61.83,368.0,0.0,-5.0
50,1.88,CLAY,1229655.51,89074.28,61.81,415.0,0.0,-3.0
51,1.9,CLAY,1229655.51,89074.28,61.79,499.0,0.0,-1.0
52,3.3,CLAY,1229655.51,89074.28,60.39,115.0,0.0,70.0
53,3.32,CLAY,1229655.51,89074.28,60.37,136.0,0.0,71.0
54,3.34,CLAY,1229655.51,89074.28,60.35,139.0,0.0,74.0
55,3.36,CLAY,1229655.51,89074.28,60.33,140.0,0.0,76.0
56,3.38,CLAY,1229655.51,89074.28,60.31,146.0,0.0,78.0
57,3.4,CLAY,1229655.51,89074.28,60.29,149.0,0.0,79.0
58,3.42,CLAY,1229655.51,89074.28,60.27,152.0,0.0,80.0
59,3.44,CLAY,1229655.51,89074.28,60.25,153.0,0.0,82.0
60,3.46,CLAY,1229655.51,89074.28,60.23,152.0,0.0,83.0
61,3.48,CLAY,1229655.51,89074.28,60.21,154.0,0.0,83.0
62,3.5,CLAY,1229655.51,89074.28,60.19,157.0,0.0,86.0
63,3.52,CLAY,1229655.51,89074.28,60.17,159.0,0.0,87.0
64,3.54,CLAY,1229655.51,89074.28,60.15,160.0,0.0,88.0
65,3.56,CLAY,1229655.51,89074.28,60.13,160.0,0.0,89.0
66,3.58,CLAY,1229655.51,89074.28,60.11,158.0,0.0,89.0
67,3.6,CLAY,1229655.51,89074.28,60.09,156.0,0.0,88.0
68,3.62,CLAY,1229655.51,89074.28,60.07,154.0,0.0,87.0
69,3.64,CLAY,1229655.51,89074.28,60.05,153.0,0.0,88.0
70,3.66,CLAY,1229655.51,89074.28,60.03,156.0,0.0,89.0
71,3.68,CLAY,1229655.51,89074.28,60.01,161.0,0.0,91.0
72,3.7,CLAY,1229655.51,89074.28,59.99,166.0,0.0,93.0
73,3.72,CLAY,1229655.51,89074.28,59.97,164.0,0.0,95.0
74,3.74,CLAY,1229655.51,89074.28,59.95,164.0,0.0,95.0
75,3.76,CLAY,1229655.51,89074.28,59.93,166.0,0.0,97.0
76,3.78,CLAY,1229655.51,89074.28,59.91,165.0,0.0,96.0
77,3.8,CLAY,1229655.51,89074.28,59.89,162.0,0.0,96.0
78,3.82,CLAY,1229655.51,89074.28,59.87,162.0,0.0,98.0
79,3.84,CLAY,1229655.51,89074.28,59.85,169.0,0.0,100.0
80,3.86,CLAY,1229655.51,89074.28,59.83,170.0,0.0,101.0
81,7.4,QUICK CLAY,1229655.51,89074.28,56.29,288.0,0.0,236.0
82,7.42,QUICK CLAY,1229655.51,89074.28,56.27,291.0,0.0,242.0
83,7.44,QUICK CLAY,1229655.51,89074.28,56.25,288.0,0.0,242.0
84,7.46,QUICK CLAY,1229655.51,89074.28,56.23,285.0,0.0,238.0
85,7.48,QUICK CLAY,1229655.51,89074.28,56.21,295.0,0.0,244.0
86,7.5,QUICK CLAY,1229655.51,89074.28,56.19,302.0,0.0,250.0
87,7.52,QUICK CLAY,1229655.51,89074.28,56.17,299.0,0.0,249.0
88,7.54,QUICK CLAY,1229655.51,89074.28,56.15,295.0,0.0,250.0
89,7.56,QUICK CLAY,1229655.51,89074.28,56.13,291.0,0.0,251.0
90,7.58,QUICK CLAY,1229655.51,89074.28,56.11,291.0,0.0,241.0
91,7.6,QUICK CLAY,1229655.51,89074.28,56.09,299.0,0.0,244.0
92,7.62,QUICK CLAY,1229655.51,89074.28,56.07,299.0,0.0,253.0
93,7.64,QUICK CLAY,1229655.51,89074.28,56.05,301.0,0.0,255.0
94,7.66,QUICK CLAY,1229655.51,89074.28,56.03,299.0,0.0,254.0
95,7.68,QUICK CLAY,1229655.51,89074.28,56.01,298.0,0.0,254.0
96,7.7,QUICK CLAY,1229655.51,89074.28,55.99,300.0,0.0,257.0
97,7.72,QUICK CLAY,1229655.51,89074.28,55.97,299.0,0.0,253.0
98,7.74,QUICK CLAY,1229655.51,89074.28,55.95,301.0,0.0,255.0
99,7.76,QUICK CLAY,1229655.51,89074.28,55.93,309.0,0.0,258.0
100,7.78,QUICK CLAY,1229655.51,89074.28,55.91,308.0,0.0,256.0
101,7.8,QUICK CLAY,1229655.51,89074.28,55.89,303.0,0.0,250.0
102,8.4,QUICK CLAY,1229655.51,89074.28,55.29,345.0,0.0,297.0
103,8.42,QUICK CLAY,1229655.51,89074.28,55.27,343.0,0.0,292.0
104,8.44,QUICK CLAY,1229655.51,89074.28,55.25,331.0,0.0,288.0
105,8.46,QUICK CLAY,1229655.51,89074.28,55.23,337.0,0.0,288.0
106,8.48,QUICK CLAY,1229655.51,89074.28,55.21,348.0,0.0,298.0
107,8.5,QUICK CLAY,1229655.51,89074.28,55.19,348.0,0.0,299.0
108,8.52,QUICK CLAY,1229655.51,89074.28,55.17,333.0,0.0,289.0
109,8.54,QUICK CLAY,1229655.51,89074.28,55.15,337.0,0.0,288.0
110,8.56,QUICK CLAY,1229655.51,89074.28,55.13,345.0,0.0,298.0
111,8.58,QUICK CLAY,1229655.51,89074.28,55.11,348.0,0.0,298.0
112,8.6,QUICK CLAY,1229655.51,89074.28,55.09,346.0,0.0,301.0
113,8.62,QUICK CLAY,1229655.51,89074.28,55.07,346.0,0.0,292.0
114,8.64,QUICK CLAY,1229655.51,89074.28,55.05,342.0,0.0,294.0
115,8.66,QUICK CLAY,1229655.51,89074.28,55.03,345.0,0.0,294.0
116,8.68,QUICK CLAY,1229655.51,89074.28,55.01,339.0,0.0,287.0
117,8.7,QUICK CLAY,1229655.51,89074.28,54.99,320.0,0.0,280.0
118,8.72,QUICK CLAY,1229655.51,89074.28,54.97,309.0,0.0,274.0
119,8.74,QUICK CLAY,1229655.51,89074.28,54.95,317.0,0.0,272.0
120,8.76,QUICK CLAY,1229655.51,89074.28,54.93,316.0,0.0,276.0
121,8.78,QUICK CLAY,1229655.51,89074.28,54.91,316.0,0.0,279.0
122,8.8,QUICK CLAY,1229655.51,89074.28,54.89,341.0,0.0,293.0
123,9.4,QUICK CLAY,1229655.51,89074.28,54.29,325.0,0.0,196.0
124,9.42,QUICK CLAY,1229655.51,89074.28,54.27,331.0,0.0,202.0
125,9.44,QUICK CLAY,1229655.51,89074.28,54.25,331.0,0.0,207.0
126,9.46,QUICK CLAY,1229655.51,89074.28,54.23,323.0,0.0,211.0
127,9.48,QUICK CLAY,1229655.51,89074.28,54.21,323.0,0.0,220.0
128,9.5,QUICK CLAY,1229655.51,89074.28,54.19,333.0,0.0,226.0
129,9.52,QUICK CLAY,1229655.51,89074.28,54.17,339.0,0.0,232.0
130,9.54,QUICK CLAY,1229655.51,89074.28,54.15,327.0,0.0,233.0
131,9.56,QUICK CLAY,1229655.51,89074.28,54.13,366.0,0.0,245.0
132,9.58,QUICK CLAY,1229655.51,89074.28,54.11,402.0,0.0,248.0
133,9.6,QUICK CLAY,1229655.51,89074.28,54.09,382.0,0.0,246.0
134,9.62,QUICK CLAY,1229655.51,89074.28,54.07,343.0,0.0,244.0
135,9.64,QUICK CLAY,1229655.51,89074.28,54.05,320.0,0.0,239.0
136,9.66,QUICK CLAY,1229655.51,89074.28,54.03,317.0,0.0,241.0
137,9.68,QUICK CLAY,1229655.51,89074.28,54.01,329.0,0.0,244.0
138,9.7,QUICK CLAY,1229655.51,89074.28,53.99,329.0,0.0,253.0
139,9.72,QUICK CLAY,1229655.51,89074.28,53.97,331.0,0.0,253.0
140,9.74,QUICK CLAY,1229655.51,89074.28,53.95,331.0,0.0,258.0
141,9.76,QUICK CLAY,1229655.51,89074.28,53.93,342.0,0.0,262.0
142,9.78,QUICK CLAY,1229655.51,89074.28,53.91,342.0,0.0,260.0
143,9.8,QUICK CLAY,1229655.51,89074.28,53.89,344.0,0.0,263.0
144,10.4,CLAY,1229655.51,89074.28,53.29,364.0,0.0,275.0
145,10.42,CLAY,1229655.51,89074.28,53.27,359.0,0.0,278.0
146,10.44,CLAY,1229655.51,89074.28,53.25,368.0,0.0,289.0
147,10.46,CLAY,1229655.51,89074.28,53.23,394.0,0.0,302.0
148,10.48,CLAY,1229655.51,89074.28,53.21,411.0,0.0,309.0
149,10.5,CLAY,1229655.51,89074.28,53.19,397.0,0.0,307.0
150,10.52,CLAY,1229655.51,89074.28,53.17,381.0,0.0,304.0
151,10.54,CLAY,1229655.51,89074.28,53.15,380.0,0.0,302.0
152,10.56,CLAY,1229655.51,89074.28,53.13,372.0,0.0,302.0
153,10.58,CLAY,1229655.51,89074.28,53.11,362.0,0.0,301.0
154,10.6,CLAY,1229655.51,89074.28,53.09,358.0,0.0,299.0
155,10.62,CLAY,1229655.51,89074.28,53.07,356.0,0.0,299.0
156,10.64,CLAY,1229655.51,89074.28,53.05,363.0,0.0,296.0
157,10.66,CLAY,1229655.51,89074.28,53.03,356.0,0.0,300.0
158,10.68,CLAY,1229655.51,89074.28,53.01,355.0,0.0,299.0
159,10.7,CLAY,1229655.51,89074.28,52.99,359.0,0.0,300.0
160,10.72,CLAY,1229655.51,89074.28,52.97,360.0,0.0,298.0
161,10.74,CLAY,1229655.51,89074.28,52.95,358.0,0.0,301.0
162,10.76,CLAY,1229655.51,89074.28,52.93,363.0,0.0,301.0
163,10.78,CLAY,1229655.51,89074.28,52.91,355.0,0.0,300.0
164,10.8,CLAY,1229655.51,89074.28,52.89,369.0,0.0,316.0
165,11.2,QUICK CLAY,1229655.51,89074.28,52.49,400.0,0.0,271.0
166,11.22,QUICK CLAY,1229655.51,89074.28,52.47,401.0,0.0,279.0
167,11.24,QUICK CLAY,1229655.51,89074.28,52.45,399.0,0.0,289.0
168,11.26,QUICK CLAY,1229655.51,89074.28,52.43,398.0,0.0,292.0
169,11.28,QUICK CLAY,1229655.51,89074.28,52.41,395.0,0.0,299.0
170,11.3,QUICK CLAY,1229655.51,89074.28,52.39,388.0,0.0,331.0
171,11.32,QUICK CLAY,1229655.51,89074.28,52.37,410.0,0.0,349.0
172,11.34,QUICK CLAY,1229655.51,89074.28,52.35,410.0,0.0,344.0
173,11.36,QUICK CLAY,1229655.51,89074.28,52.33,404.0,0.0,348.0
174,11.38,QUICK CLAY,1229655.51,89074.28,52.31,405.0,0.0,355.0
175,11.4,QUICK CLAY,1229655.51,89074.28,52.29,405.0,0.0,352.0
176,11.42,QUICK CLAY,1229655.51,89074.28,52.27,415.0,0.0,354.0
177,11.44,QUICK CLAY,1229655.51,89074.28,52.25,415.0,0.0,367.0
178,11.46,QUICK CLAY,1229655.51,89074.28,52.23,414.0,0.0,365.0
179,11.48,QUICK CLAY,1229655.51,89074.28,52.21,412.0,0.0,359.0
180,11.5,QUICK CLAY,1229655.51,89074.28,52.19,426.0,0.0,373.0
181,11.52,QUICK CLAY,1229655.51,89074.28,52.17,442.0,0.0,381.0
182,11.54,QUICK CLAY,1229655.51,89074.28,52.15,438.0,0.0,381.0
183,11.56,QUICK CLAY,1229655.51,89074.28,52.13,442.0,0.0,383.0
184,11.58,QUICK CLAY,1229655.51,89074.28,52.11,437.0,0.0,381.0
185,11.6,QUICK CLAY,1229655.51,89074.28,52.09,434.0,0.0,377.0
186,0.5,QUICK CLAY,,,,,,
187,1.4,QUICK CLAY,,,,,,
188,1.42,QUICK CLAY,,,,,,
189,1.44,QUICK CLAY,,,,,,
190,1.46,QUICK CLAY,,,,,,
191,1.48,QUICK CLAY,,,,,,
192,1.5,QUICK CLAY,,,,,,
193,1.52,QUICK CLAY,,,,,,
194,1.54,QUICK CLAY,,,,,,
195,1.56,QUICK CLAY,,,,,,
196,1.58,QUICK CLAY,,,,,,
197,1.6,QUICK CLAY,,,,,,
198,1.62,QUICK CLAY,,,,,,
199,1.64,QUICK CLAY,,,,,,
200,1.66,QUICK CLAY,,,,,,
201,1.68,QUICK CLAY,,,,,,
202,1.7,QUICK CLAY,,,,,,
203,1.72,QUICK CLAY,,,,,,
204,1.74,QUICK CLAY,,,,,,
205,1.76,QUICK CLAY,,,,,,
206,1.78,QUICK CLAY,,,,,,
207,1.8,QUICK CLAY,,,,,,
208,1.82,QUICK CLAY,,,,,,
209,1.84,QUICK CLAY,,,,,,
210,1.86,QUICK CLAY,,,,,,
211,1.88,QUICK CLAY,,,,,,
212,1.9,QUICK CLAY,,,,,,
213,2.2,QUICK CLAY,,,,,,
214,2.22,QUICK CLAY,,,,,,
215,2.24,QUICK CLAY,,,,,,
216,2.26,QUICK CLAY,,,,,,
217,2.28,QUICK CLAY,,,,,,
218,2.3,QUICK CLAY,,,,,,
219,2.32,QUICK CLAY,,,,,,
220,2.34,QUICK CLAY,,,,,,
221,2.36,QUICK CLAY,,,,,,
222,2.38,QUICK CLAY,,,,,,
223,2.4,QUICK CLAY,,,,,,
224,2.42,QUICK CLAY,,,,,,
225,2.44,QUICK CLAY,,,,,,
226,2.46,QUICK CLAY,,,,,,
227,2.48,QUICK CLAY,,,,,,
228,2.5,QUICK CLAY,,,,,,
229,2.52,QUICK CLAY,,,,,,
230,2.54,QUICK CLAY,,,,,,
231,2.56,QUICK CLAY,,,,,,
232,2.58,QUICK CLAY,,,,,,
233,2.6,QUICK CLAY,,,,,,
234,3.4,QUICK CLAY,,,,,,
235,3.42,QUICK CLAY,,,,,,
236,3.44,QUICK CLAY,,,,,,
237,3.46,QUICK CLAY,,,,,,
238,3.48,QUICK CLAY,,,,,,
239,3.5,QUICK CLAY,,,,,,
240,3.52,QUICK CLAY,,,,,,
241,3.54,QUICK CLAY,,,,,,
242,3.56,QUICK CLAY,,,,,,
243,3.58,QUICK CLAY,,,,,,
244,3.6,QUICK CLAY,,,,,,
245,3.62,QUICK CLAY,,,,,,
246,3.64,QUICK CLAY,,,,,,
247,3.66,QUICK CLAY,,,,,,
248,3.68,QUICK CLAY,,,,,,
249,3.7,QUICK CLAY,,,,,,
250,3.72,QUICK CLAY,,,,,,
251,3.74,QUICK CLAY,,,,,,
252,3.76,QUICK CLAY,,,,,,
253,4.4,QUICK CLAY,,,,,,
254,4.42,QUICK CLAY,,,,,,
255,4.44,QUICK CLAY,,,,,,
256,4.46,QUICK CLAY,,,,,,
257,4.48,QUICK CLAY,,,,,,
258,4.5,QUICK CLAY,1229456.5,88873.62,62.98,0.0,0.0,0.0
259,4.52,QUICK CLAY,1229456.5,88873.62,62.96,0.0,0.0,0.0
260,4.54,QUICK CLAY,1229456.5,88873.62,62.94,0.0,0.0,0.0
261,4.56,QUICK CLAY,1229456.5,88873.62,62.92,2.0,0.0,1.0
262,4.58,QUICK CLAY,1229456.5,88873.62,62.9,10.0,0.0,1.0
263,4.6,QUICK CLAY,1229456.5,88873.62,62.88,12.0,0.0,0.0
264,4.62,QUICK CLAY,1229456.5,88873.62,62.86,13.0,0.0,0.0
265,4.64,QUICK CLAY,1229456.5,88873.62,62.84,15.0,0.0,0.0
266,4.66,QUICK CLAY,1229456.5,88873.62,62.82,21.0,0.0,0.0
267,4.68,QUICK CLAY,1229456.5,88873.62,62.8,27.0,0.0,1.0
268,4.7,QUICK CLAY,1229456.5,88873.62,62.78,31.0,0.0,1.0
269,4.72,QUICK CLAY,1229456.5,88873.62,62.76,31.0,0.0,-1.0
270,4.74,QUICK CLAY,1229456.5,88873.62,62.74,28.0,0.0,-1.0
271,4.76,QUICK CLAY,1229456.5,88873.62,62.72,29.0,0.0,-1.0
272,4.78,QUICK CLAY,1229456.5,88873.62,62.7,25.0,0.0,2.0
273,4.8,QUICK CLAY,1229456.5,88873.62,62.68,25.0,0.0,6.0
274,6.3,QUICK CLAY,1229456.5,88873.62,61.18,82.0,0.0,57.0
275,6.32,QUICK CLAY,1229456.5,88873.62,61.16,78.0,0.0,59.0
276,6.34,QUICK CLAY,1229456.5,88873.62,61.14,82.0,0.0,60.0
277,6.36,QUICK CLAY,1229456.5,88873.62,61.12,83.0,0.0,60.0
278,6.38,QUICK CLAY,1229456.5,88873.62,61.1,84.0,0.0,60.0
279,6.4,QUICK CLAY,1229456.5,88873.62,61.08,83.0,0.0,60.0
280,6.42,QUICK CLAY,1229456.5,88873.62,61.06,85.0,0.0,61.0
281,6.44,QUICK CLAY,1229456.5,88873.62,61.04,87.0,0.0,61.0
282,6.46,QUICK CLAY,1229456.5,88873.62,61.02,87.0,0.0,63.0
283,6.48,QUICK CLAY,1229456.5,88873.62,61.0,90.0,0.0,64.0
284,6.5,QUICK CLAY,1229456.5,88873.62,60.98,88.0,0.0,63.0
285,6.52,QUICK CLAY,1229456.5,88873.62,60.96,90.0,0.0,65.0
286,6.54,QUICK CLAY,1229456.5,88873.62,60.94,93.0,0.0,66.0
287,6.56,QUICK CLAY,1229456.5,88873.62,60.92,89.0,0.0,67.0
288,6.58,QUICK CLAY,1229456.5,88873.62,60.9,93.0,0.0,66.0
289,6.6,QUICK CLAY,1229456.5,88873.62,60.88,93.0,0.0,65.0
290,7.2,QUICK CLAY,1229456.5,88873.62,60.28,115.0,0.0,83.0
291,7.22,QUICK CLAY,1229456.5,88873.62,60.26,115.0,0.0,85.0
292,7.24,QUICK CLAY,1229456.5,88873.62,60.24,118.0,0.0,86.0
293,7.26,QUICK CLAY,1229456.5,88873.62,60.22,117.0,0.0,84.0
294,7.28,QUICK CLAY,1229456.5,88873.62,60.2,118.0,0.0,83.0
295,7.3,QUICK CLAY,1229456.5,88873.62,60.18,124.0,0.0,85.0
296,7.32,QUICK CLAY,1229456.5,88873.62,60.16,122.0,0.0,86.0
297,7.34,QUICK CLAY,1229456.5,88873.62,60.14,122.0,0.0,86.0
298,7.36,QUICK CLAY,1229456.5,88873.62,60.12,122.0,0.0,87.0
299,7.38,QUICK CLAY,1229456.5,88873.62,60.1,145.0,0.0,70.0
300,7.4,QUICK CLAY,1229456.5,88873.62,60.08,145.0,0.0,70.0
301,7.42,QUICK CLAY,1229456.5,88873.62,60.06,145.0,0.0,95.0
302,7.44,QUICK CLAY,1229456.5,88873.62,60.04,141.0,0.0,95.0
303,7.46,QUICK CLAY,1229456.5,88873.62,60.02,141.0,0.0,95.0
304,7.48,QUICK CLAY,1229456.5,88873.62,60.0,141.0,0.0,93.0
305,7.5,QUICK CLAY,1229456.5,88873.62,59.98,133.0,0.0,93.0
306,7.52,QUICK CLAY,1229456.5,88873.62,59.96,133.0,0.0,98.0
307,7.54,QUICK CLAY,1229456.5,88873.62,59.94,137.0,0.0,98.0
308,7.56,QUICK CLAY,1229456.5,88873.62,59.92,137.0,0.0,98.0
309,7.58,QUICK CLAY,1229456.5,88873.62,59.9,137.0,0.0,97.0
310,7.6,QUICK CLAY,1229456.5,88873.62,59.88,136.0,0.0,97.0
311,8.3,QUICK CLAY,1229456.5,88873.62,59.18,153.0,0.0,110.0
312,8.32,QUICK CLAY,1229456.5,88873.62,59.16,145.0,0.0,110.0
313,8.34,QUICK CLAY,1229456.5,88873.62,59.14,152.0,0.0,111.0
314,8.36,QUICK CLAY,1229456.5,88873.62,59.12,149.0,0.0,113.0
315,8.38,QUICK CLAY,1229456.5,88873.62,59.1,146.0,0.0,114.0
316,8.4,QUICK CLAY,1229456.5,88873.62,59.08,149.0,0.0,115.0
317,8.42,QUICK CLAY,1229456.5,88873.62,59.06,154.0,0.0,115.0
318,8.44,QUICK CLAY,1229456.5,88873.62,59.04,149.0,0.0,116.0
319,8.46,QUICK CLAY,1229456.5,88873.62,59.02,152.0,0.0,114.0
320,8.48,QUICK CLAY,1229456.5,88873.62,59.0,155.0,0.0,117.0
321,8.5,QUICK CLAY,1229456.5,88873.62,58.98,151.0,0.0,115.0
322,8.52,QUICK CLAY,1229456.5,88873.62,58.96,150.0,0.0,115.0
323,8.54,QUICK CLAY,1229456.5,88873.62,58.94,154.0,0.0,117.0
324,8.56,QUICK CLAY,1229456.5,88873.62,58.92,148.0,0.0,119.0
325,8.58,QUICK CLAY,1229456.5,88873.62,58.9,148.0,0.0,119.0
326,8.6,QUICK CLAY,1229456.5,88873.62,58.88,158.0,0.0,121.0
327,8.62,QUICK CLAY,1229456.5,88873.62,58.86,152.0,0.0,122.0
328,8.64,QUICK CLAY,1229456.5,88873.62,58.84,150.0,0.0,120.0
329,8.66,QUICK CLAY,1229456.5,88873.62,58.82,158.0,0.0,123.0
330,8.68,QUICK CLAY,1229456.5,88873.62,58.8,149.0,0.0,123.0
331,8.7,QUICK CLAY,1229456.5,88873.62,58.78,155.0,0.0,122.0
332,8.72,QUICK CLAY,1229456.5,88873.62,58.76,158.0,0.0,127.0
333,8.74,QUICK CLAY,1229456.5,88873.62,58.74,160.0,0.0,126.0
334,8.76,QUICK CLAY,1229456.5,88873.62,58.72,158.0,0.0,124.0
335,8.78,QUICK CLAY,1229456.5,88873.62,58.7,165.0,0.0,126.0
336,8.8,QUICK CLAY,1229456.5,88873.62,58.68,160.0,0.0,129.0
337,9.4,QUICK CLAY,1229456.5,88873.62,58.08,127.0,0.0,109.0
338,9.42,QUICK CLAY,1229456.5,88873.62,58.06,167.0,0.0,135.0
339,9.44,QUICK CLAY,1229456.5,88873.62,58.04,186.0,0.0,144.0
340,9.46,QUICK CLAY,1229456.5,88873.62,58.02,181.0,0.0,147.0
341,9.48,QUICK CLAY,1229456.5,88873.62,58.0,188.0,0.0,150.0
342,9.5,QUICK CLAY,1229456.5,88873.62,57.98,174.0,0.0,151.0
343,9.52,QUICK CLAY,1229456.5,88873.62,57.96,191.0,0.0,156.0
344,9.54,QUICK CLAY,1229456.5,88873.62,57.94,177.0,0.0,152.0
345,9.56,QUICK CLAY,1229456.5,88873.62,57.92,195.0,0.0,159.0
346,9.58,QUICK CLAY,1229456.5,88873.62,57.9,232.0,0.0,157.0
347,9.6,QUICK CLAY,1229456.5,88873.62,57.88,295.0,0.0,155.0
348,9.62,QUICK CLAY,1229456.5,88873.62,57.86,329.0,0.0,132.0
349,9.64,QUICK CLAY,1229456.5,88873.62,57.84,204.0,0.0,112.0
350,9.66,QUICK CLAY,1229456.5,88873.62,57.82,204.0,0.0,117.0
351,9.68,QUICK CLAY,1229456.5,88873.62,57.8,189.0,0.0,134.0
352,9.7,QUICK CLAY,1229456.5,88873.62,57.78,191.0,0.0,142.0
353,9.72,QUICK CLAY,1229456.5,88873.62,57.76,176.0,0.0,148.0
354,9.74,QUICK CLAY,1229456.5,88873.62,57.74,191.0,0.0,151.0
355,9.76,QUICK CLAY,1229456.5,88873.62,57.72,181.0,0.0,154.0
356,9.78,QUICK CLAY,1229456.5,88873.62,57.7,190.0,0.0,156.0
357,9.8,QUICK CLAY,1229456.5,88873.62,57.68,188.0,0.0,155.0
358,10.3,QUICK CLAY,1229456.5,88873.62,57.18,214.0,0.0,166.0
359,10.32,QUICK CLAY,1229456.5,88873.62,57.16,196.0,0.0,169.0
360,10.34,QUICK CLAY,1229456.5,88873.62,57.14,204.0,0.0,173.0
361,10.36,QUICK CLAY,1229456.5,88873.62,57.12,202.0,0.0,177.0
362,10.38,QUICK CLAY,1229456.5,88873.62,57.1,227.0,0.0,179.0
363,10.4,QUICK CLAY,1229456.5,88873.62,57.08,212.0,0.0,178.0
364,10.42,QUICK CLAY,1229456.5,88873.62,57.06,226.0,0.0,181.0
365,10.44,QUICK CLAY,1229456.5,88873.62,57.04,223.0,0.0,179.0
366,10.46,QUICK CLAY,1229456.5,88873.62,57.02,223.0,0.0,180.0
367,10.48,QUICK CLAY,1229456.5,88873.62,57.0,209.0,0.0,183.0
368,10.5,QUICK CLAY,1229456.5,88873.62,56.98,226.0,0.0,181.0
369,10.52,QUICK CLAY,1229456.5,88873.62,56.96,207.0,0.0,186.0
370,10.54,QUICK CLAY,1229456.5,88873.62,56.94,226.0,0.0,181.0
371,10.56,QUICK CLAY,1229456.5,88873.62,56.92,226.0,0.0,184.0
372,10.58,QUICK CLAY,1229456.5,88873.62,56.9,226.0,0.0,183.0
373,10.6,QUICK CLAY,1229456.5,88873.62,56.88,212.0,0.0,183.0
374,10.62,QUICK CLAY,1229456.5,88873.62,56.86,226.0,0.0,183.0
375,10.64,QUICK CLAY,1229456.5,88873.62,56.84,203.0,0.0,186.0
376,10.66,QUICK CLAY,1229456.5,88873.62,56.82,221.0,0.0,186.0
377,10.68,QUICK CLAY,1229456.5,88873.62,56.8,212.0,0.0,185.0
378,8.2,CLAY,1229567.08,88614.65,60.335,59.0,5.0,15.0
379,8.225,CLAY,1229567.08,88614.65,60.31,29.0,4.0,15.0
380,8.25,CLAY,1229567.08,88614.65,60.285,49.0,5.0,15.0
381,8.275,CLAY,1229567.08,88614.65,60.26,39.0,4.0,14.0
